Date,Canals to Kuraz Sugar Plantations
2035-01-01,51.345
2035-01-02,51.345
2035-01-03,51.345
2035-01-04,51.345
2035-01-05,51.345
2035-01-06,51.345
2035-01-07,51.345
2035-01-08,51.35
2035-01-09,51.345
2035-01-10,51.345
2035-01-11,51.34
2035-01-12,51.345
2035-01-13,51.345
2035-01-14,51.355000000000004
2035-01-15,51.355000000000004
2035-01-16,51.355000000000004
2035-01-17,51.355000000000004
2035-01-18,51.355000000000004
2035-01-19,51.355000000000004
2035-01-20,51.355000000000004
2035-01-21,51.355000000000004
2035-01-22,51.355000000000004
2035-01-23,51.355000000000004
2035-01-24,51.355000000000004
2035-01-25,51.355000000000004
2035-01-26,51.36
2035-01-27,51.36
2035-01-28,51.35
2035-01-29,51.35
2035-01-30,51.35
2035-01-31,51.355000000000004
2035-02-01,52.0
2035-02-02,52.0
2035-02-03,52.0
2035-02-04,52.0
2035-02-05,52.004999999999995
2035-02-06,52.01
2035-02-07,52.01
2035-02-08,52.01
2035-02-09,52.01
2035-02-10,52.01
2035-02-11,52.01
2035-02-12,52.01
2035-02-13,52.01
2035-02-14,52.01
2035-02-15,52.015
2035-02-16,52.02
2035-02-17,52.02
2035-02-18,52.02
2035-02-19,52.02
2035-02-20,52.02
2035-02-21,52.02
2035-02-22,52.02
2035-02-23,52.02
2035-02-24,52.02
2035-02-25,52.025000000000006
2035-02-26,52.03
2035-02-27,52.03
2035-02-28,52.03
2035-03-01,52.85
2035-03-02,52.85
2035-03-03,52.85
2035-03-04,52.86
2035-03-05,52.86
2035-03-06,52.86
2035-03-07,52.864999999999995
2035-03-08,52.87
2035-03-09,52.87
2035-03-10,52.87
2035-03-11,52.87
2035-03-12,52.87
2035-03-13,52.87
2035-03-14,52.885000000000005
2035-03-15,52.88
2035-03-16,52.88
2035-03-17,52.9
2035-03-18,52.89
2035-03-19,52.89
2035-03-20,52.9
2035-03-21,52.905
2035-03-22,52.9
2035-03-23,52.91
2035-03-24,52.92
2035-03-25,52.91
2035-03-26,52.92
2035-03-27,52.93
2035-03-28,52.925
2035-03-29,52.92
2035-03-30,52.94
2035-03-31,52.94
2035-04-01,53.925
2035-04-02,53.92
2035-04-03,53.94
2035-04-04,53.93
2035-04-05,53.95
2035-04-06,53.945
2035-04-07,53.96
2035-04-08,53.955
2035-04-09,53.97
2035-04-10,53.97
2035-04-11,53.97
2035-04-12,53.97
2035-04-13,53.98
2035-04-14,53.98
2035-04-15,53.985
2035-04-16,53.99
2035-04-17,53.99
2035-04-18,54.0
2035-04-19,54.0
2035-04-20,54.01
2035-04-21,54.01
2035-04-22,54.015
2035-04-23,54.02
2035-04-24,54.025000000000006
2035-04-25,54.03
2035-04-26,54.03
2035-04-27,54.03
2035-04-28,54.03
2035-04-29,54.045
2035-04-30,54.04
2035-05-01,55.17
2035-05-02,55.17
2035-05-03,55.17
2035-05-04,55.17
2035-05-05,55.17
2035-05-06,55.18
2035-05-07,55.18
2035-05-08,55.18
2035-05-09,55.19
2035-05-10,55.19
2035-05-11,55.19
2035-05-12,55.2
2035-05-13,55.2
2035-05-14,55.2
2035-05-15,55.21
2035-05-16,55.21
2035-05-17,55.21
2035-05-18,55.22
2035-05-19,55.22
2035-05-20,55.22
2035-05-21,55.22
2035-05-22,55.22
2035-05-23,55.230000000000004
2035-05-24,55.23
2035-05-25,55.23
2035-05-26,55.25
2035-05-27,55.24
2035-05-28,55.25
2035-05-29,55.26
2035-05-30,55.260000000000005
2035-05-31,55.27
2035-06-01,56.39
2035-06-02,56.375
2035-06-03,56.364999999999995
2035-06-04,56.355000000000004
2035-06-05,56.34
2035-06-06,56.34
2035-06-07,56.33
2035-06-08,56.32
2035-06-09,56.315
2035-06-10,56.31
2035-06-11,56.305
2035-06-12,56.29
2035-06-13,56.28
2035-06-14,56.26
2035-06-15,56.26
2035-06-16,56.254999999999995
