Date,Canals to Kuraz Sugar Plantations,Outflow to Lake Turkana
2037-01-01,62.36,0.0
2037-01-02,62.36,0.0
2037-01-03,62.36,0.0
2037-01-04,62.36,0.0
2037-01-05,62.36,0.0
2037-01-06,62.36,0.0
2037-01-07,62.36,0.0
2037-01-08,62.36,0.0
2037-01-09,62.36,0.0
2037-01-10,62.36,0.0
2037-01-11,62.36,0.0
2037-01-12,62.36,0.0
2037-01-13,62.36,0.0
2037-01-14,62.36,0.0
2037-01-15,62.36,0.0
2037-01-16,62.36,0.0
2037-01-17,62.36,0.0
2037-01-18,62.36,0.0
2037-01-19,62.36,0.0
2037-01-20,62.36,0.0
2037-01-21,62.36,0.0
2037-01-22,62.36,0.0
2037-01-23,62.36,0.0
2037-01-24,62.36,0.0
2037-01-25,62.36,0.0
2037-01-26,62.36,0.0
2037-01-27,62.36,0.0
2037-01-28,62.36,0.0
2037-01-29,62.36,0.0
2037-01-30,62.36,0.0
2037-01-31,62.36,0.0
2037-02-01,33.86,0.0
2037-02-02,33.86,0.0
2037-02-03,33.86,0.0
2037-02-04,33.86,0.0
2037-02-05,33.86,0.0
2037-02-06,33.86,0.0
2037-02-07,33.86,0.0
2037-02-08,33.86,0.0
2037-02-09,33.86,0.0
2037-02-10,33.86,0.0
2037-02-11,33.86,0.0
2037-02-12,33.86,0.0
2037-02-13,33.86,0.0
2037-02-14,33.86,0.0
2037-02-15,33.86,0.0
2037-02-16,33.86,0.0
2037-02-17,33.86,0.0
2037-02-18,33.86,0.0
2037-02-19,33.86,0.0
2037-02-20,33.86,0.0
2037-02-21,33.86,0.0
2037-02-22,33.86,0.0
2037-02-23,33.86,0.0
2037-02-24,33.86,0.0
2037-02-25,33.86,0.0
2037-02-26,33.86,0.0
2037-02-27,33.86,0.0
2037-02-28,33.86,0.0
2037-03-01,0.0,0.0
2037-03-02,0.0,0.0
2037-03-03,0.0,0.0
2037-03-04,0.0,0.0
2037-03-05,0.0,0.0
2037-03-06,0.0,0.0
2037-03-07,0.0,0.0
2037-03-08,0.0,0.0
2037-03-09,0.0,0.0
2037-03-10,0.0,0.0
2037-03-11,0.0,0.0
2037-03-12,0.0,0.0
2037-03-13,0.0,0.0
2037-03-14,0.0,0.0
2037-03-15,0.0,0.0
2037-03-16,0.0,0.0
2037-03-17,0.0,0.0
2037-03-18,0.0,0.0
2037-03-19,0.0,0.0
2037-03-20,0.0,0.0
2037-03-21,0.0,0.0
2037-03-22,0.0,0.0
2037-03-23,0.0,0.0
2037-03-24,0.0,0.0
2037-03-25,0.0,0.0
2037-03-26,0.0,0.0
2037-03-27,0.0,0.0
2037-03-28,0.0,0.0
2037-03-29,0.0,0.0
2037-03-30,0.0,0.0
2037-03-31,0.0,0.0
2037-04-01,0.0,0.0
2037-04-02,0.0,0.0
2037-04-03,0.0,0.0
2037-04-04,0.0,0.0
2037-04-05,0.0,0.0
2037-04-06,0.0,0.0
2037-04-07,0.0,0.0
2037-04-08,0.0,0.0
2037-04-09,0.0,0.0
2037-04-10,0.0,0.0
2037-04-11,0.0,0.0
2037-04-12,0.0,0.0
2037-04-13,0.0,0.0
2037-04-14,0.0,0.0
2037-04-15,0.0,0.0
2037-04-16,0.0,0.0
2037-04-17,0.0,0.0
2037-04-18,0.0,0.0
2037-04-19,0.0,0.0
2037-04-20,0.0,0.0
2037-04-21,0.0,0.0
2037-04-22,0.0,0.0
2037-04-23,0.0,0.0
2037-04-24,0.0,0.0
2037-04-25,0.0,0.0
2037-04-26,0.0,0.0
2037-04-27,0.0,0.0
2037-04-28,0.0,0.0
2037-04-29,0.0,0.0
2037-04-30,0.0,0.0
2037-05-01,0.0,2.0
2037-05-02,0.0,2.0
2037-05-03,0.0,2.0
2037-05-04,0.0,2.0
2037-05-05,0.0,2.0
2037-05-06,0.0,2.0
2037-05-07,0.0,2.0
2037-05-08,0.0,2.0
2037-05-09,0.0,2.0
2037-05-10,0.0,2.0
2037-05-11,0.0,2.0
2037-05-12,0.0,2.0
2037-05-13,0.0,2.0
2037-05-14,0.0,2.0
2037-05-15,0.0,2.0
2037-05-16,0.0,2.0
2037-05-17,0.0,2.0
2037-05-18,0.0,2.0
2037-05-19,0.0,2.0
2037-05-20,0.0,2.0
2037-05-21,0.0,2.0
2037-05-22,0.0,2.0
2037-05-23,0.0,2.0
2037-05-24,0.0,2.0
2037-05-25,0.0,2.0
2037-05-26,0.0,2.0
2037-05-27,0.0,2.0
2037-05-28,0.0,2.0
2037-05-29,0.0,2.0
2037-05-30,0.0,2.0
2037-05-31,0.0,2.0
2037-06-01,0.0,27.85
2037-06-02,0.0,27.85
2037-06-03,0.0,27.85
2037-06-04,0.0,27.85
2037-06-05,0.0,27.85
2037-06-06,0.0,27.85
2037-06-07,0.0,27.85
2037-06-08,0.0,27.85
2037-06-09,0.0,27.85
2037-06-10,0.0,27.85
2037-06-11,0.0,27.85
2037-06-12,0.0,27.85
2037-06-13,0.0,27.85
2037-06-14,0.0,27.85
2037-06-15,0.0,27.85
2037-06-16,0.0,27.85
2037-06-17,0.0,27.85
2037-06-18,0.0,27.85
2037-06-19,0.0,27.85
2037-06-20,0.0,27.85
2037-06-21,0.0,27.85
2037-06-22,0.0,27.85
2037-06-23,0.0,27.85
2037-06-24,0.0,27.85
2037-06-25,0.0,27.85
2037-06-26,0.0,27.85
2037-06-27,0.0,27.85
2037-06-28,0.0,27.85
2037-06-29,0.0,27.85
2037-06-30,0.0,27.85
2037-07-01,0.0,0.0
2037-07-02,0.0,0.0
2037-07-03,0.0,0.0
2037-07-04,0.0,0.0
2037-07-05,0.0,0.0
2037-07-06,0.0,0.0
2037-07-07,0.0,0.0
2037-07-08,0.0,0.0
2037-07-09,0.0,0.0
2037-07-10,0.0,0.0
2037-07-11,0.0,0.0
2037-07-12,0.0,0.0
2037-07-13,0.0,0.0
2037-07-14,0.0,0.0
2037-07-15,0.0,0.0
2037-07-16,0.0,0.0
2037-07-17,0.0,0.0
2037-07-18,0.0,0.0
2037-07-19,0.0,0.0
2037-07-20,0.0,0.0
2037-07-21,0.0,0.0
2037-07-22,0.0,0.0
2037-07-23,0.0,0.0
2037-07-24,0.0,0.0
2037-07-25,0.0,0.0
2037-07-26,0.0,0.0
2037-07-27,0.0,0.0
2037-07-28,0.0,0.0
2037-07-29,0.0,0.0
2037-07-30,0.0,0.0
2037-07-31,0.0,0.0
2037-08-01,0.0,0.0
2037-08-02,0.0,0.0
2037-08-03,0.0,0.0
2037-08-04,0.0,0.0
2037-08-05,0.0,0.0
2037-08-06,0.0,0.0
2037-08-07,0.0,0.0
2037-08-08,0.0,0.0
2037-08-09,0.0,0.0
2037-08-10,0.0,0.0
2037-08-11,0.0,0.0
2037-08-12,0.0,0.0
2037-08-13,0.0,0.0
2037-08-14,0.0,0.0
2037-08-15,0.0,0.0
2037-08-16,0.0,0.0
2037-08-17,0.0,0.0
2037-08-18,0.0,0.0
2037-08-19,0.0,0.0
2037-08-20,0.0,0.0
2037-08-21,0.0,0.0
2037-08-22,0.0,0.0
2037-08-23,0.0,0.0
2037-08-24,0.0,0.0
2037-08-25,0.0,0.0
2037-08-26,0.0,0.0
2037-08-27,0.0,0.0
2037-08-28,0.0,0.0
2037-08-29,0.0,0.0
2037-08-30,0.0,0.0
2037-08-31,0.0,0.0
2037-09-01,0.0,0.0
2037-09-02,0.0,0.0
2037-09-03,0.0,0.0
2037-09-04,0.0,0.0
2037-09-05,0.0,0.0
2037-09-06,0.0,0.0
2037-09-07,0.0,0.0
2037-09-08,0.0,0.0
2037-09-09,0.0,0.0
2037-09-10,0.0,0.0
