Date,Gibe-III,Koysha
2029-01-01,101.64274706797832,0.0
2029-01-02,101.63654350797782,0.5002035097522503
2029-01-03,101.63912169870093,3.665155600959751
2029-01-04,101.64169908421923,6.8431404982355994
2029-01-05,101.635484238108,7.821345530743201
2029-01-06,101.64684525845851,8.438191382614502
2029-01-07,101.640629337858,9.052888214389501
2029-01-08,101.64320014223972,9.558143463838501
2029-01-09,101.64576758718691,10.024391182132801
2029-01-10,101.6395505920971,10.4893835905584
2029-01-11,101.65089387542805,10.917287527350151
2029-01-12,101.64467069650667,11.2988097809046
2029-01-13,101.64722900123161,11.68103009316375
2029-01-14,101.64978649942742,12.051451754497801
2029-01-15,101.64356224513381,12.380223202965
2029-01-16,101.6548954453053,12.709102512676502
2029-01-17,101.64866244897735,13.0329729885411
2029-01-18,101.65120824609946,13.329092397934803
2029-01-19,101.65375579180501,13.618218780220502
2029-01-20,101.64752171878052,13.905959973633
2029-01-21,101.6588422722924,14.179052576723402
2029-01-22,101.65260456613439,14.4377895604329
2029-01-23,101.65514296146438,14.69765019110715
2029-01-24,101.65767543518402,14.950980810388803
2029-01-25,101.65143409500962,15.186765908923201
2029-01-26,101.66273943659596,15.425073088119902
2029-01-27,101.65649446152226,15.658617766101301
2029-01-28,101.65902545064554,15.879774114842398
2029-01-29,101.66155051595129,16.0982631529344
2029-01-30,101.6552942318115,16.3152278129682
2029-01-31,101.66658690908027,16.525217187769503
2029-02-01,103.326437299995,16.9954257570345
2029-02-02,103.3357829545341,17.180328559563
2029-02-03,103.32758592022769,17.36040065552685
2029-02-04,103.33691959734543,17.534747230632
2029-02-05,103.3287159695418,17.705018025466202
2029-02-06,103.33804286731186,17.878234194124204
2029-02-07,103.32983264424527,18.045253440423902
2029-02-08,103.33915536236671,18.208572203845804
2029-02-09,103.33094114417759,18.3687013232667
2029-02-10,103.34025187516576,18.531885639559498
2029-02-11,103.33203105862353,18.68718594623625
2029-02-12,103.34134020877922,18.84178622799
2029-02-13,103.33311539490721,18.9931280088132
2029-02-14,103.34241255219077,19.1475371934837
2029-02-15,103.33418374010611,19.293052580357404
2029-02-16,103.34347410744721,19.4400287270469
2029-02-17,103.3352386925949,19.583652487427102
2029-02-18,103.34452487189986,19.72973038092705
2029-02-19,103.33628545662765,19.8674645507001
2029-02-20,103.34555702923501,20.00768101722
2029-02-21,103.33731361266,20.144451409380004
2029-02-22,103.33782672235563,20.281526332732348
2029-02-23,103.33833617905245,20.414130225322047
2029-02-24,103.33884128349376,20.546566456967554
2029-02-25,103.33934273405342,20.678948953111803
2029-02-26,103.33983722515381,20.809110322716755
2029-02-27,103.3403358782448,20.936108967941706
2029-02-28,103.3408327831938,21.063063767911203
2029-03-01,104.29364700844923,21.379429484737653
2029-03-02,104.28757292440936,21.481015844402105
2029-03-03,104.29024522300199,21.582177052842002
2029-03-04,104.2929099140868,21.683286790860603
2029-03-05,104.28681472873694,21.78250433512245
2029-03-06,104.2807229399034,21.881655175406404
2029-03-07,104.28335939275607,21.980103712885352
2029-03-08,104.28599349621182,22.077446666209198
2029-03-09,104.27987532897494,22.172882618660402
2029-03-10,104.27375265983102,22.268248710324748
2029-03-11,104.2763611393215,22.3651144323603
2029-03-12,104.27896726720786,22.459519486491754
2029-03-13,104.27281820023681,22.551492949706255
2029-03-14,104.2666698965328,22.643409238524
2029-03-15,104.26925301825241,22.737157519237652
2029-03-16,104.2630873143552,22.828364189099553
2029-03-17,104.2656537978243,22.9192157685006
2029-03-18,104.25947720644577,23.007933441287555
2029-03-19,104.26202440870321,23.098527559985406
2029-03-20,104.25584095101135,23.18713491618315
2029-03-21,104.24964243678437,23.274769638839402
2029-03-22,104.25216923963731,23.362506236236506
2029-03-23,104.2546884076125,23.450199684986252
2029-03-24,104.24847135910726,23.53588233472485
2029-03-25,104.2422524353224,23.621514817643998
2029-03-26,104.2447511897667,23.707777010447252
2029-03-27,104.23851747343382,23.79079586171295
2029-03-28,104.24099691841366,23.875749484146453
2029-03-29,104.2347522942927,23.958669502703252
2029-03-30,104.23721242186198,24.043533248124
2029-03-31,104.23095563491066,24.124811331370502
2029-04-01,104.3549551606572,24.243794151775205
2029-04-02,104.35564412284322,24.358962005866353
2029-04-03,104.3563274962722,24.4739315959335
2029-04-04,104.34829158635986,24.58444284913275
2029-04-05,104.34895988824442,24.696215346171606
2029-04-06,104.34961995399632,24.8078782722303
2029-04-07,104.35026913623992,24.9184287010269
2029-04-08,104.35091537180477,25.0270403520555
2029-04-09,104.3428459611348,25.133447416793402
2029-04-10,104.34347182025056,25.2416488142106
2029-04-11,104.34409473092175,25.347772095023252
2029-04-12,104.3360068861827,25.451188659593996
2029-04-13,104.3366147080929,25.556611304958302
2029-04-14,104.3372089872,25.6609446336
2029-04-15,104.33780031609675,25.763697992826454
2029-04-16,104.3383860465246,25.866346393783807
2029-04-17,104.33026731043893,25.966580416401154
2029-04-18,104.33083529148661,26.067123487568708
2029-04-19,104.33139502050946,26.1671711595732
2029-04-20,104.32326048051374,26.2649292440895
2029-04-21,104.32380775446632,26.363935025227804
2029-04-22,104.32434412195516,26.46151648604055
2029-04-23,104.3248722325632,26.558996363028
2029-04-24,104.31671097292335,26.654089513662
2029-04-25,104.31722396784194,26.7497479454355
2029-04-26,104.31773135502121,26.844919371334804
2029-04-27,104.30955162246465,26.93775101467365
2029-04-28,104.3100438882156,27.032171087816998
2029-04-29,104.31052523602514,27.125129286041854
2029-04-30,104.30232827455802,27.2157549701805
2029-05-01,103.64532513015106,27.1485112022298
