Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2034-01-01,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-02,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-03,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-04,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-05,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-06,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-07,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-08,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-09,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-10,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-11,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-12,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-13,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-14,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-15,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-16,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-17,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-18,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-19,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-20,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-21,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-22,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-23,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-24,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-25,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-26,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-27,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-28,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-29,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-30,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-01-31,30.59,53.61,21.44,15.01,20.68,51.67,13.92,59.2,28.61,43.62
2034-02-01,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-02,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-03,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-04,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-05,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-06,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-07,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-08,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-09,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-10,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-11,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-12,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-13,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-14,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-15,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-16,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
2034-02-17,29.97,47.81,19.12,13.39,21.1,52.36,14.25,57.23,27.27,40.66
