Date,Gibe-III,Koysha
2040-01-01,90.12619601848802,88.31456059695842
2040-01-02,90.12212102355662,88.31456836736132
2040-01-03,90.11804149581661,88.31457618190922
2040-01-04,90.11396423448092,88.31458657187642
2040-01-05,90.10988697314521,88.31459434227932
2040-01-06,90.1058074454052,88.3146021568272
2040-01-07,90.1017324504738,89.0650761782994
2040-01-08,90.10642742926291,88.32201852344897
2040-01-09,90.11112407894026,88.32953092266226
2040-01-10,90.10704602343603,88.32954131439526
2040-01-11,90.10296570108602,88.32954913026751
2040-01-12,90.098885378736,88.32955690199476
2040-01-13,90.09480505638601,88.32956729372776
2040-01-14,90.090724734036,88.32957248959426
2040-01-15,90.086644411686,88.32958288132725
2040-01-16,90.082564089336,88.3295906971995
2040-01-17,90.078483766986,88.32959846892676
2040-01-18,90.07440797832751,88.32960886065975
2040-01-19,90.07032765597751,88.329616676532
2040-01-20,90.06624960047327,88.32951791092351
2040-01-21,90.06217154496899,88.32952830265651
2040-01-22,90.05808668892752,88.32953607438375
2040-01-23,90.05400636657751,88.32954389025602
2040-01-24,90.04992604422753,88.329554281989
2040-01-25,90.04585025556901,88.32956205371626
2040-01-26,90.04176993321902,88.32956986958852
2040-01-27,90.03769187771476,88.32957764131575
2040-01-28,90.05114714525281,88.34459473246682
2040-01-29,90.0470660282928,88.34460512596561
2040-01-30,90.04298037675841,88.3446128990172
2040-01-31,90.0388992597984,89.0950842594288
2040-02-01,91.15635709908,84.802373673255
2040-02-02,91.15066645542,85.552886703015
2040-02-03,91.14497581176002,85.55283134518501
2040-02-04,91.13928746364002,84.80231566672501
2040-02-05,91.14236182473931,85.5604366378389
2040-02-06,91.1454307736616,85.56788591455815
2040-02-07,91.13973673966561,85.56783306372272
2040-02-08,91.1340427056696,84.81731742013724
2040-02-09,91.12834867167359,85.56793121527426
2040-02-10,91.12265463767758,85.5678783644388
2040-02-11,91.11696289966305,85.56782551360337
2040-02-12,91.11126886566706,84.81741040584089
2040-02-13,91.1055725356896,85.5679236651549
2040-02-14,91.09987850169361,85.56787081431946
2040-02-15,91.1029417029369,85.57532007779523
2040-02-16,91.10599949023741,84.83241217293809
2040-02-17,91.10030436144542,85.58292539693613
2040-02-18,91.09460463980761,85.5828700196823
2040-02-19,91.08890721459271,85.58281715957641
2040-02-20,91.0832074929549,84.83240470978441
2040-02-21,91.0775077713171,85.58291532834451
2040-02-22,91.07181034610221,85.5828624682386
2040-02-23,91.06611062446441,85.58280960813272
2040-02-24,91.06041319924952,84.83239720248572
2040-02-25,91.06346523533941,85.59041241498164
2040-02-26,91.06651644989086,85.59786418633486
2040-02-27,91.06081103884544,84.84734843591852
2040-02-28,91.0551079246644,85.59796237231951
2040-02-29,91.04940481048337,85.59790950294317
2040-03-01,92.47711420154025,79.32306329252552
2040-03-02,92.46550721187151,79.31933739051527
2040-03-03,92.46264676905466,79.3231175758662
2040-03-04,92.45978467874642,79.32689723280151
2040-03-05,92.44817315935921,79.32317295930031
2040-03-06,92.43655697296262,79.3194486857991
2040-03-07,92.44243030893931,79.33073394670785
2040-03-08,92.43081425895076,79.32700896865245
2040-03-09,92.41919354106992,79.3232863245432
2040-03-10,92.41631401392812,79.3270673040627
2040-03-11,92.41343050402442,79.330847755608
2040-03-12,92.40180058500121,79.32712674177361
2040-03-13,92.39017533475321,79.32340572793922
2040-03-14,92.39601955312935,79.33468698931097
2040-03-15,92.3843850999732,79.33096760663432
2040-03-16,92.3727529816461,79.32724822395765
2040-03-17,92.36985435870166,79.33102533372644
2040-03-18,92.36694474541801,79.33480425123301
2040-03-19,92.35530575724601,79.331086500597
2040-03-20,92.34366676907402,79.32736874996101
2040-03-21,92.34947951471383,79.3386460184175
2040-03-22,92.33783131921922,79.33492990070505
2040-03-23,92.3261854594365,79.33121378299259
2040-03-24,92.32326072119295,79.33499169752474
2040-03-25,92.32033199577302,79.33877142111902
2040-03-26,92.30867926261382,79.33505693721301
2040-03-27,92.2970265294546,79.331342453307
2040-03-28,92.3028054436908,79.34261807294774
2040-03-29,92.2911458353893,79.33890288713627
2040-03-30,92.2794862270878,79.33518770132476
2040-03-31,92.27653769336493,79.3389687633954
2040-04-01,93.98998154369477,80.81806707834343
2040-04-02,93.98503605527415,80.8180614838476
2040-04-03,93.98008263841155,80.81805415092165
2040-04-04,93.9751273211067,80.8180457752908
2040-04-05,93.9614593404447,80.8105474353771
2040-04-06,93.96520368800176,80.81803164933226
2040-04-07,93.95153317341676,80.81053906416076
2040-04-08,93.9552722995032,80.81801910994501
2040-04-09,93.94159448686682,80.81052751803603
2040-04-10,93.93662221611615,80.8105206790926
2040-04-11,93.93164804448182,80.81051756333852
2040-04-12,93.91796293202822,80.8030269655749
2040-04-13,93.9216843157977,80.8105092040413
2040-04-14,93.9079990506024,80.80302198425309
2040-04-15,93.91170568023003,80.81050244411746
2040-04-16,93.89801787978736,80.80301622068191
2040-04-17,93.89302436602125,80.8030170444276
2040-04-18,93.88802656710001,80.80301444516999
2040-04-19,93.88302559856774,80.8030124974926
2040-04-20,93.87802034399746,80.80301189447191
2040-04-21,93.86432270451719,80.7955348192047
2040-04-22,93.8680015925439,80.80301095594922
2040-04-23,93.85429903222052,80.79553249629481
2040-04-24,93.84928426705142,80.79553623934936
2040-04-25,93.84426759967425,80.7955389449964
2040-04-26,93.83924299149452,80.795537535888
2040-04-27,93.83421886581962,80.79554224527661
2040-04-28,93.82050884675701,80.78807055923099
2040-04-29,93.82415521272077,80.79554717053426
2040-04-30,93.81044265664501,80.7880764879045
