Date,Canals to Kuraz Sugar Plantations
2033-01-01,51.345
2033-01-02,51.345
2033-01-03,51.345
2033-01-04,51.345
2033-01-05,51.345
2033-01-06,51.345
2033-01-07,51.345
2033-01-08,51.35
2033-01-09,51.345
2033-01-10,51.345
2033-01-11,51.34
2033-01-12,51.345
2033-01-13,51.345
2033-01-14,51.355000000000004
2033-01-15,51.355000000000004
2033-01-16,51.355000000000004
2033-01-17,51.355000000000004
2033-01-18,51.355000000000004
2033-01-19,51.355000000000004
2033-01-20,51.355000000000004
2033-01-21,51.355000000000004
2033-01-22,51.355000000000004
2033-01-23,51.355000000000004
2033-01-24,51.355000000000004
2033-01-25,51.355000000000004
2033-01-26,51.36
2033-01-27,51.36
2033-01-28,51.35
2033-01-29,51.35
2033-01-30,51.35
2033-01-31,51.355000000000004
2033-02-01,52.0
2033-02-02,52.0
2033-02-03,52.0
2033-02-04,52.0
2033-02-05,52.004999999999995
2033-02-06,52.01
2033-02-07,52.01
2033-02-08,52.01
2033-02-09,52.01
2033-02-10,52.01
2033-02-11,52.01
2033-02-12,52.01
2033-02-13,52.01
2033-02-14,52.01
2033-02-15,52.015
2033-02-16,52.02
2033-02-17,52.02
2033-02-18,52.02
2033-02-19,52.02
2033-02-20,52.02
2033-02-21,52.02
2033-02-22,52.02
2033-02-23,52.02
2033-02-24,52.02
2033-02-25,52.025000000000006
2033-02-26,52.03
2033-02-27,52.03
2033-02-28,52.03
2033-03-01,52.85
2033-03-02,52.85
2033-03-03,52.85
2033-03-04,52.86
2033-03-05,52.86
2033-03-06,52.86
2033-03-07,52.864999999999995
2033-03-08,52.87
2033-03-09,52.87
2033-03-10,52.87
2033-03-11,52.87
2033-03-12,52.87
2033-03-13,52.87
2033-03-14,52.885000000000005
2033-03-15,52.88
2033-03-16,52.88
2033-03-17,52.9
2033-03-18,52.89
2033-03-19,52.89
2033-03-20,52.9
2033-03-21,52.905
2033-03-22,52.9
2033-03-23,52.91
2033-03-24,52.92
2033-03-25,52.91
2033-03-26,52.92
2033-03-27,52.93
2033-03-28,52.925
2033-03-29,52.92
2033-03-30,52.94
2033-03-31,52.94
2033-04-01,53.925
2033-04-02,53.92
2033-04-03,53.94
2033-04-04,53.93
2033-04-05,53.95
2033-04-06,53.945
2033-04-07,53.96
2033-04-08,53.955
2033-04-09,53.97
2033-04-10,53.97
2033-04-11,53.97
2033-04-12,53.97
2033-04-13,53.98
2033-04-14,53.98
2033-04-15,53.985
2033-04-16,53.99
2033-04-17,53.99
2033-04-18,54.0
2033-04-19,54.0
2033-04-20,54.01
2033-04-21,54.01
2033-04-22,54.015
2033-04-23,54.02
2033-04-24,54.025000000000006
2033-04-25,54.03
2033-04-26,54.03
2033-04-27,54.03
2033-04-28,54.03
2033-04-29,54.045
2033-04-30,54.04
2033-05-01,55.17
2033-05-02,55.17
2033-05-03,55.17
2033-05-04,55.17
2033-05-05,55.17
2033-05-06,55.18
2033-05-07,55.18
